customer_id,age,gender,income,purchase_date,product_id,quantity,spend_amount,payment_method,is_returning,lat,lon,is_q1,is_q2,is_q3
C3013,59.0,Male,28603.01,,P0095,-5,659.9,Crypto,False,,-90.497862,True,False,False
C8678,47.0,Female,89705.51,2025-01-02,P0009,6,292.02,Cash,True,,146.193796,True,False,False
C7089,,Male,94456.5,2025-03-25,P0058,-5,302.39,Card,True,,,True,False,False
C4654,,Male,75435.87,2025-01-07,P0067,-5,933.54,Cash,True,49.523803,,True,False,False
C9513,19.0,Other,84847.76,,P0081,8,193.48,Crypto,True,59.549269,-57.236709,True,False,False
C6348,27.0,Male,47303.03,2025-01-24,P0033,-5,409.46,Online Wallet,False,55.918247,,True,False,False
C7273,,Other,108173.69,2025-02-04,P0056,9,456.38,Crypto,False,,36.595196,True,False,False
C7729,53.0,Female,89364.04,2025-02-14,P0003,2,192.27,Crypto,True,,,True,False,False
C1893,25.0,Other,96726.3,2025-01-23,P0027,5,934.78,Crypto,True,,173.427758,True,False,False
C9871,,Other,81598.01,,P0019,8,272.28,Crypto,True,-36.35968,-49.901741,True,False,False
C6351,65.0,Male,54305.11,2025-02-09,P0072,-5,214.91,Card,True,37.375174,35.521638,True,False,False
C2423,,Other,98341.61,,P0056,-5,921.31,Crypto,False,-63.273733,,True,False,False
C7096,34.0,Other,107366.04,2025-01-14,P0086,-5,267.02,Online Wallet,True,,-76.29661,True,False,False
C6979,40.0,Female,81341.77,2025-01-10,P0008,-5,991.05,Crypto,False,,,True,False,False
C1018,,Other,58415.33,,P0048,-5,389.65,Card,True,,,True,False,False
C8785,,Other,78948.27,,P0004,-5,888.62,Crypto,True,,64.91801,True,False,False
C7751,68.0,Other,97982.44,,P0020,-5,242.97,Card,False,-37.804615,,True,False,False
C1696,55.0,Female,111206.95,2025-01-13,P0011,-5,484.94,Crypto,False,,,True,False,False
C4209,50.0,Male,88767.09,2025-03-12,P0045,4,19.69,Crypto,True,-4.301276,,True,False,False
C8331,,Other,74893.63,,P0041,-5,475.31,Cash,True,33.051645,,True,False,False
C4299,25.0,Female,54902.85,2025-03-13,P0015,8,117.63,Crypto,False,,,True,False,False
C7037,43.0,Female,87334.23,,P0031,8,868.23,Online Wallet,True,,,True,False,False
C8074,,Other,83130.03,2025-03-10,P0096,-5,332.37,Card,True,,,True,False,False
C6959,59.0,Male,23578.0,,P0091,10,134.84,Online Wallet,True,,,True,False,False
C7492,51.0,Other,39932.77,2025-03-24,P0016,8,405.07,Crypto,False,,-20.268824,True,False,False
C5788,,Other,108454.84,2025-03-23,P0062,9,949.84,Cash,True,13.921755,,True,False,False
C7822,,Male,48116.99,,P0066,4,474.37,Card,True,-34.160272,-168.08164,True,False,False
C8602,48.0,Other,87742.78,2025-03-27,P0066,8,16.15,Crypto,True,,,True,False,False
C3557,69.0,Other,22951.19,,P0077,-5,164.43,Online Wallet,True,,-130.205568,True,False,False
C7615,47.0,Other,45468.92,2025-03-09,P0080,10,777.13,Cash,True,-8.733096,-147.608334,True,False,False
C4336,44.0,Female,67838.28,,P0095,-5,425.48,Cash,True,-55.770975,-115.001786,True,False,False
C8884,44.0,Female,103686.44,,P0035,10,220.05,Online Wallet,False,-56.831554,-115.520564,True,False,False
C9368,,Female,52666.33,2025-02-14,P0090,-5,541.08,Cash,False,7.413126,-34.337113,True,False,False
C5748,,Other,107682.99,2025-02-12,P0060,-5,273.92,Online Wallet,True,,,True,False,False
C5157,,Female,106576.38,2025-01-31,P0097,-5,761.0,Card,False,,88.521119,True,False,False
C7051,,Female,22151.53,,P0051,3,533.13,Cash,True,60.837323,112.715033,True,False,False
C7872,42.0,Other,49932.12,2025-03-26,P0025,-5,645.69,Crypto,True,,,True,False,False
C7784,27.0,Male,114016.88,2025-01-29,P0043,10,364.48,Card,True,,90.530625,True,False,False
C5074,,Male,106919.09,2025-02-06,P0028,9,463.52,Card,True,-31.942825,51.213348,True,False,False
C4200,,Male,37425.05,2025-01-14,P0069,4,326.53,Cash,True,,,True,False,False
C2211,,Male,116649.36,,P0043,3,813.63,Card,True,,,True,False,False
C5441,,Male,97069.46,,P0053,-5,166.76,Card,False,-38.87941,19.581254,True,False,False
C4888,70.0,Male,41262.06,,P0036,5,496.27,Cash,True,,6.439502,True,False,False
C6100,,Female,39500.7,2025-01-28,P0060,9,577.54,Cash,True,,30.538537,True,False,False
C5556,58.0,Male,95891.55,,P0019,-5,539.27,Online Wallet,False,,,True,False,False
C5480,57.0,Other,97976.06,2025-03-12,P0074,2,813.59,Crypto,True,34.659093,,True,False,False
C3163,56.0,Female,36182.43,2025-03-30,P0017,3,767.83,Card,True,-12.273068,,True,False,False
C4112,,Female,33564.37,2025-03-31,P0100,-5,696.51,Card,False,-41.692812,,True,False,False
C6218,42.0,Other,74747.04,2025-01-29,P0002,-5,195.28,Card,True,,,True,False,False
C5513,,Other,39168.02,2025-01-31,P0040,8,773.98,Online Wallet,True,,-162.910495,True,False,False
C3388,,Other,77423.9,2025-02-03,P0035,-5,373.47,Card,True,-56.709229,,True,False,False
C8451,,Male,98507.91,,P0010,-5,683.64,Card,True,,131.901138,True,False,False
C1569,43.0,Female,91672.89,,P0031,1,55.62,Online Wallet,True,,-153.66858,True,False,False
C1432,,Other,54337.91,2025-01-29,P0008,9,340.79,Cash,True,,,True,False,False
C5766,,Female,106120.32,2025-03-22,P0077,-5,908.21,Crypto,True,,,True,False,False
C3247,,Female,106808.04,,P0018,-5,226.44,Crypto,True,-89.957629,-114.816592,True,False,False
C6011,,Female,41414.87,2025-03-18,P0054,1,426.93,Crypto,True,,26.507765,True,False,False
C3751,35.0,Other,110739.44,,P0034,8,325.5,Crypto,False,,,True,False,False
C4084,,Other,76188.29,2025-03-10,P0044,-5,706.43,Card,True,,,True,False,False
C2236,42.0,Other,41220.52,2025-03-01,P0089,5,596.99,Cash,False,-7.637823,165.572233,True,False,False
C3976,53.0,Female,70048.51,2025-02-03,P0050,-5,427.67,Cash,False,,-54.756747,True,False,False
C6895,,Male,105863.7,,P0003,6,252.17,Online Wallet,True,,,True,False,False
C3492,,Other,70008.96,,P0004,4,403.63,Card,True,-49.03505,58.047642,True,False,False
C3668,,Female,116266.36,,P0057,4,684.67,Cash,False,,-71.891206,True,False,False
C8590,22.0,Other,48398.37,,P0100,5,114.14,Online Wallet,True,-84.257138,94.150173,True,False,False
C1416,,Female,35544.78,2025-03-29,P0052,4,419.5,Cash,True,63.40363,,True,False,False
C3288,,Male,35933.01,,P0034,-5,402.83,Crypto,True,,-163.990804,True,False,False
C7992,27.0,Female,26378.81,2025-03-26,P0054,10,352.64,Crypto,True,,,True,False,False
C8278,,Other,74612.19,,P0060,10,829.92,Crypto,True,,,True,False,False
C2897,,Other,83264.15,2025-02-03,P0072,8,679.52,Cash,True,58.91779,,True,False,False
C4196,,Female,102268.74,,P0074,-5,860.49,Online Wallet,True,,-27.645486,True,False,False
C9394,64.0,Other,63997.36,,P0058,5,446.92,Cash,True,31.719812,78.572707,True,False,False
C2586,29.0,Other,75756.06,,P0031,6,203.43,Cash,True,-17.890929,,True,False,False
C8435,,Other,114851.15,2025-01-13,P0028,-5,652.17,Cash,True,49.93119,12.546777,True,False,False
C3660,,Female,104783.71,2025-02-25,P0099,1,695.11,Crypto,True,,,True,False,False
C3608,,Other,98855.82,,P0042,-5,391.27,Cash,True,-73.216118,-172.397877,True,False,False
C3240,52.0,Other,46513.96,2025-03-13,P0094,-5,239.74,Card,True,37.244618,-28.738458,True,False,False
C6325,,Female,103304.06,,P0008,-5,235.16,Crypto,False,-36.829928,,True,False,False
C8957,,Female,82024.72,,P0011,-5,890.43,Online Wallet,True,,,True,False,False
C4739,,Other,90403.5,,P0024,10,428.18,Online Wallet,False,62.363824,139.377057,True,False,False
C5756,,Other,69601.42,,P0050,-5,57.79,Crypto,False,,169.125512,True,False,False
C3699,39.0,Other,108062.76,,P0041,8,619.84,Card,False,,137.643515,True,False,False
C4641,,Other,87009.99,2025-01-29,P0001,-5,545.54,Online Wallet,True,-89.737736,,True,False,False
C1271,,Female,113797.81,,P0006,-5,251.91,Crypto,True,38.670087,139.021643,True,False,False
C7960,69.0,Other,30592.6,,P0087,8,269.39,Card,False,-81.985464,,True,False,False
C9307,25.0,Other,28133.14,,P0058,3,92.97,Cash,False,-25.32169,158.131095,True,False,False
C8005,55.0,Other,119160.01,,P0081,-5,601.5,Crypto,False,47.910673,113.916212,True,False,False
C7878,,Other,76315.84,2025-03-30,P0079,5,482.62,Cash,True,,-167.785503,True,False,False
C5743,47.0,Other,38129.33,,P0031,9,424.33,Cash,False,,,True,False,False
C7446,32.0,Male,87767.07,,P0077,5,611.03,Crypto,False,28.21874,20.25824,True,False,False
C7726,49.0,Female,108346.78,2025-01-31,P0038,9,736.41,Online Wallet,True,,,True,False,False
C6578,56.0,Other,118750.71,2025-02-04,P0002,4,62.01,Card,True,-86.858069,,True,False,False
C1397,,Other,40251.1,2025-03-31,P0012,6,966.46,Cash,False,,11.192667,True,False,False
C1547,25.0,Other,88533.94,,P0067,-5,594.52,Crypto,True,55.576027,,True,False,False
C3933,43.0,Other,116340.62,,P0060,-5,589.06,Card,True,40.247093,,True,False,False
C1235,26.0,Male,38473.74,2025-01-06,P0001,10,426.03,Online Wallet,True,,-63.409653,True,False,False
C3612,,Other,97243.67,2025-03-21,P0017,-5,402.5,Crypto,True,,-168.891376,True,False,False
C5216,62.0,Male,80986.19,,P0066,4,576.89,Card,False,,,True,False,False
C7029,,Female,75822.05,,P0093,3,71.56,Crypto,True,39.229943,,True,False,False
C5967,,Other,118171.51,2025-03-14,P0004,-5,11.75,Crypto,True,-35.605411,,True,False,False
C8937,,Other,20023.73,,P0020,-5,470.59,Online Wallet,False,,167.11469,True,False,False
C5356,,Other,78360.1,,P0001,9,885.4,Cash,True,,-70.595697,True,False,False
C5348,39.0,Female,96908.22,,P0009,9,499.7,Crypto,False,-33.38181,55.461607,True,False,False
C3444,,Other,46872.57,,P0003,-5,23.57,Cash,True,,,True,False,False
C2875,25.0,Other,68522.73,,P0070,-5,673.91,Card,False,,,True,False,False
C7922,,Other,55323.12,,P0029,-5,347.13,Cash,False,,-3.985245,True,False,False
C5055,56.0,Other,108682.77,,P0095,-5,702.62,Online Wallet,True,16.688832,,True,False,False
C2609,,Female,92116.91,,P0071,-5,992.34,Online Wallet,True,48.930579,,True,False,False
C4796,60.0,Female,86651.41,,P0063,7,445.83,Cash,False,,,True,False,False
C6248,30.0,Male,43307.76,2025-01-13,P0040,3,879.06,Card,True,26.018631,45.589946,True,False,False
C1188,,Female,95374.04,2025-01-05,P0039,4,366.54,Online Wallet,False,,73.720048,True,False,False
C7533,,Female,48299.77,,P0019,7,629.0,Card,False,,126.766614,True,False,False
C2442,49.0,Other,100278.53,,P0085,-5,32.62,Online Wallet,True,2.929603,-33.906629,True,False,False
C5105,32.0,Other,89294.34,,P0094,-5,903.77,Crypto,True,,,True,False,False
C5332,,Other,65323.5,2025-02-15,P0060,-5,292.74,Crypto,True,,116.421214,True,False,False
C9595,,Other,30147.61,2025-02-16,P0005,-5,811.65,Online Wallet,True,,112.084006,True,False,False
C7040,,Other,88981.61,,P0024,3,588.94,Cash,True,,102.222099,True,False,False
C2548,49.0,Other,27861.82,2025-02-19,P0094,5,726.66,Card,True,,,True,False,False
C6657,,Other,91341.96,2025-02-15,P0005,-5,476.42,Card,False,-67.086672,-43.665928,True,False,False
C1315,,Other,34404.02,2025-03-17,P0030,-5,58.75,Online Wallet,False,-54.54894,,True,False,False
C5367,,Female,71652.04,,P0096,10,960.74,Cash,True,-74.012807,95.965614,True,False,False
C6869,25.0,Other,26839.97,,P0026,3,425.12,Card,True,,,True,False,False
C9729,21.0,Female,42135.88,2025-01-09,P0001,-5,430.0,Online Wallet,True,67.758615,,True,False,False
C3378,69.0,Female,84486.74,,P0017,5,343.68,Crypto,True,40.282284,,True,False,False
C4382,,Male,63561.85,2025-03-12,P0088,-5,122.97,Crypto,True,,,True,False,False
C6031,,Other,49535.99,2025-03-30,P0094,9,334.46,Online Wallet,True,,-166.128045,True,False,False
C1339,,Other,63127.68,,P0036,-5,646.28,Online Wallet,False,,,True,False,False
C2779,45.0,Other,97430.88,2025-03-29,P0076,8,877.97,Cash,True,,36.617319,True,False,False
C3689,37.0,Male,108647.12,2025-01-25,P0017,-5,448.44,Online Wallet,True,65.309702,140.026678,True,False,False
C7627,,Female,65779.56,,P0046,-5,95.24,Card,True,-51.674644,,True,False,False
C7417,59.0,Other,64407.82,2025-02-07,P0001,-5,956.57,Crypto,True,-32.769707,,True,False,False
C2231,66.0,Other,105881.23,,P0004,-5,813.82,Crypto,True,-83.475474,104.258298,True,False,False
C6825,54.0,Male,42129.9,,P0014,-5,421.81,Online Wallet,False,42.50906,,True,False,False
C6729,,Female,63562.65,,P0100,-5,833.38,Cash,True,14.330679,,True,False,False
C3500,,Male,57305.98,2025-03-28,P0077,7,651.48,Card,False,,176.277607,True,False,False
C5496,68.0,Female,24090.6,,P0018,4,558.46,Card,True,29.98831,-75.746903,True,False,False
C5049,36.0,Female,71378.78,,P0025,-5,817.47,Cash,True,-64.917068,,True,False,False
C4257,18.0,Male,98624.59,,P0038,5,696.89,Cash,False,,,True,False,False
C7514,49.0,Female,111719.51,2025-02-19,P0060,2,381.52,Online Wallet,True,-11.301168,,True,False,False
C7021,41.0,Male,42788.07,,P0055,-5,365.48,Card,True,52.437344,151.073588,True,False,False
C6190,,Other,61308.22,2025-02-09,P0070,-5,705.65,Card,False,,62.084049,True,False,False
C2429,,Male,49120.09,2025-01-19,P0087,-5,663.35,Card,True,-64.779249,-101.47277,True,False,False
C9249,,Other,92761.95,2025-01-25,P0060,10,292.74,Crypto,True,,2.431368,True,False,False
C9306,,Male,36311.86,2025-02-18,P0069,3,43.52,Cash,True,-27.781758,,True,False,False
C6095,,Female,36941.61,2025-03-14,P0014,-5,659.02,Card,True,,,True,False,False
C5433,,Female,22219.0,2025-01-04,P0083,6,570.66,Card,False,23.043965,,True,False,False
C6954,,Other,92962.2,,P0046,10,776.39,Card,False,-66.445008,,True,False,False
C3964,38.0,Other,99085.91,2025-03-19,P0089,7,844.72,Card,True,-41.247741,-95.710068,True,False,False
C2491,24.0,Other,75752.18,,P0015,2,491.68,Online Wallet,True,,89.704929,True,False,False
C1116,57.0,Other,32650.07,,P0075,-5,72.11,Crypto,True,,50.327102,True,False,False
C9432,,Male,98231.96,2025-03-25,P0037,-5,801.65,Card,False,-41.658724,-107.806449,True,False,False
C6445,24.0,Other,40098.64,,P0086,-5,844.25,Crypto,False,6.163264,92.690413,True,False,False
C6446,31.0,Other,31456.43,,P0030,7,934.31,Crypto,True,22.561543,-98.823962,True,False,False
C2843,,Other,37908.9,,P0028,4,520.16,Crypto,False,34.737775,,True,False,False
C9020,37.0,Other,93648.87,,P0067,-5,563.31,Card,True,-55.267182,16.632205,True,False,False
C3363,,Other,56930.39,,P0047,-5,420.93,Cash,False,-64.218588,-26.852086,True,False,False
C4381,67.0,Other,44831.79,,P0069,-5,969.4,Cash,True,-37.443328,,True,False,False
C7194,,Male,58760.82,,P0038,-5,493.39,Cash,True,32.236661,,True,False,False
C7139,,Other,92214.37,2025-01-22,P0087,5,302.07,Card,True,0.114812,15.087571,True,False,False
C9752,58.0,Male,115381.6,2025-01-11,P0074,3,395.81,Card,True,,,True,False,False
C8689,,Male,114142.54,2025-01-12,P0004,-5,293.7,Online Wallet,True,,-131.171056,True,False,False
C2820,21.0,Other,50762.98,2025-03-06,P0073,4,872.29,Crypto,True,64.540958,,True,False,False
C2135,23.0,Other,115804.19,,P0046,-5,473.84,Crypto,False,-29.250181,,True,False,False
C2878,,Female,30279.22,,P0060,-5,293.56,Online Wallet,True,50.904995,,True,False,False
C9686,24.0,Other,87252.57,2025-03-04,P0002,-5,601.04,Cash,False,-50.816527,,True,False,False
C3991,36.0,Other,95144.18,,P0001,7,999.04,Cash,True,,-141.80254,True,False,False
C3747,40.0,Other,27078.94,,P0005,8,602.01,Crypto,True,,,True,False,False
C5704,59.0,Female,40046.87,,P0013,-5,877.64,Online Wallet,True,,6.011178,True,False,False
C1651,,Other,74250.36,,P0010,-5,60.56,Cash,True,,59.084168,True,False,False
C1819,,Male,55903.01,2025-01-24,P0007,-5,296.52,Cash,True,85.822431,,True,False,False
C6731,,Other,84006.39,,P0037,3,133.68,Card,True,-87.39131,-163.336075,True,False,False
C7243,60.0,Female,106923.18,2025-01-08,P0009,6,641.4,Card,False,-3.060278,-134.41082,True,False,False
C4917,28.0,Male,32764.63,,P0055,-5,430.49,Crypto,True,,,True,False,False
C1721,50.0,Other,83314.73,2025-03-19,P0065,-5,868.89,Crypto,True,54.965129,,True,False,False
C6349,44.0,Female,25107.03,2025-02-03,P0058,-5,347.82,Crypto,True,,106.06076,True,False,False
C4735,58.0,Other,99298.6,2025-01-15,P0046,-5,330.33,Cash,False,,-112.238869,True,False,False
C8060,,Other,59031.28,2025-02-11,P0014,-5,498.02,Crypto,True,-63.604056,-80.652561,True,False,False
C5830,31.0,Female,49737.27,,P0088,-5,284.5,Card,True,,,True,False,False
C5684,47.0,Male,82470.93,2025-01-04,P0028,8,828.53,Crypto,True,,4.464317,True,False,False
C4593,28.0,Other,65106.91,2025-02-26,P0087,-5,997.52,Online Wallet,True,-78.698558,,True,False,False
C4800,,Other,109045.84,,P0010,5,603.02,Cash,True,10.988245,-34.581261,True,False,False
C6731,,Other,55967.77,2025-02-15,P0048,1,460.18,Online Wallet,True,,-7.425401,True,False,False
C4905,48.0,Other,98652.4,2025-03-10,P0031,-5,91.37,Online Wallet,True,85.590947,-25.68398,True,False,False
C1510,,Male,98436.41,,P0011,7,153.62,Card,True,,,True,False,False
C5485,50.0,Male,75483.56,2025-03-05,P0060,7,824.61,Cash,True,75.479252,,True,False,False
C4638,53.0,Male,31560.7,2025-01-20,P0022,-5,208.99,Card,True,,-73.326189,True,False,False
C8718,23.0,Female,60938.59,2025-02-09,P0008,-5,984.83,Crypto,True,28.354798,,True,False,False
C9259,,Female,30211.02,,P0049,6,189.93,Crypto,True,,139.354528,True,False,False
C6653,,Male,104399.02,2025-01-01,P0020,-5,192.2,Card,False,,-137.184736,True,False,False
C8199,52.0,Female,88074.93,2025-02-09,P0078,6,573.11,Card,True,,-114.800003,True,False,False
C5585,44.0,Other,38752.27,,P0056,-5,74.48,Cash,False,,145.802782,True,False,False
C1731,,Other,69072.15,2025-02-05,P0050,6,845.23,Online Wallet,True,,85.934577,True,False,False
C1787,,Other,90142.03,2025-02-01,P0010,9,417.84,Cash,True,,,True,False,False
C6217,47.0,Other,80674.64,,P0052,6,134.76,Online Wallet,True,,121.050666,True,False,False
C3837,19.0,Other,106636.23,2025-03-20,P0024,-5,412.24,Crypto,True,,,True,False,False
C4974,,Other,40131.29,2025-01-23,P0057,-5,569.64,Online Wallet,False,,-143.446392,True,False,False
C8610,,Other,31896.56,2025-03-27,P0004,6,451.36,Cash,True,-39.642474,,True,False,False
C7667,24.0,Female,45596.58,2025-03-07,P0087,8,176.45,Card,False,,114.397691,True,False,False
C6810,,Male,80849.19,,P0007,-5,707.0,Card,True,,,True,False,False
C7487,65.0,Female,28720.64,,P0017,2,724.65,Crypto,False,,,True,False,False
C9417,,Male,58318.74,2025-03-26,P0084,-5,173.25,Crypto,True,-39.696348,,True,False,False
C8704,,Male,112880.52,,P0039,9,549.15,Cash,True,-86.701752,-145.237435,True,False,False
C8198,51.0,Other,98248.2,2025-02-18,P0045,7,309.26,Card,True,38.836352,46.014435,True,False,False
C2248,,Female,98302.38,2025-01-12,P0078,9,554.88,Cash,False,,-83.413935,True,False,False
C8819,62.0,Male,42670.56,,P0007,-5,94.37,Online Wallet,True,-54.211574,33.608441,True,False,False
C2496,29.0,Other,93440.63,,P0014,4,929.22,Crypto,False,30.342681,81.605681,True,False,False
C8582,69.0,Female,107378.63,,P0040,3,549.1,Online Wallet,True,,129.850197,True,False,False
C9340,47.0,Male,64454.19,,P0023,-5,587.02,Online Wallet,True,,,True,False,False
C4147,,Female,92374.55,2025-03-26,P0006,-5,728.86,Online Wallet,False,-60.162036,144.106865,True,False,False
C5451,38.0,Male,83255.73,2025-01-05,P0019,9,604.46,Cash,True,-41.825814,,True,False,False
C8587,32.0,Female,22062.7,2025-03-19,P0063,-5,52.2,Crypto,True,,95.278085,True,False,False
C9879,,Other,96444.83,2025-01-29,P0030,6,812.0,Online Wallet,True,81.441492,,True,False,False
C8593,,Female,117563.32,,P0051,10,236.39,Card,False,,141.171027,True,False,False
C6270,,Other,83397.11,2025-03-17,P0003,8,20.54,Crypto,True,60.767004,,True,False,False
C7433,32.0,Male,58789.94,,P0084,6,165.61,Card,False,,49.540695,True,False,False
C2025,,Other,110488.52,2025-02-15,P0079,-5,820.3,Crypto,True,8.987633,,True,False,False
C3551,,Female,80718.18,,P0047,8,469.15,Online Wallet,True,,,True,False,False
C4102,23.0,Male,21693.74,,P0030,-5,687.75,Card,False,,,True,False,False
C1884,18.0,Male,46534.7,2025-03-11,P0058,-5,638.79,Online Wallet,False,,62.808941,True,False,False
C4472,,Other,54144.34,2025-03-17,P0011,1,65.36,Card,True,-86.53422,-31.583636,True,False,False
C5102,19.0,Female,83516.88,2025-03-13,P0057,6,122.99,Cash,True,,-46.565295,True,False,False
C1328,,Other,35585.8,2025-03-12,P0014,-5,959.67,Card,True,-58.953582,,True,False,False
C8449,66.0,Male,54272.47,2025-03-22,P0025,-5,308.08,Card,True,87.538691,,True,False,False
C8844,,Other,88762.83,2025-01-25,P0012,5,385.34,Cash,False,,,True,False,False
C8344,,Other,74641.13,2025-03-14,P0076,-5,11.94,Cash,False,80.751356,,True,False,False
C4267,,Other,88792.56,,P0090,9,410.78,Card,False,-17.081019,132.647749,True,False,False
C7059,51.0,Other,99191.11,2025-01-28,P0036,8,594.7,Card,False,-43.188175,-12.923341,True,False,False
C1374,,Other,31692.31,,P0038,-5,76.13,Card,True,57.92396,-164.562164,False,True,False
C6925,69.0,Other,106411.11,2025-06-03,P0002,-5,782.83,Cash,False,-29.10216,-0.135914,False,True,False
C7153,,Other,69467.35,,P0047,9,402.99,Online Wallet,False,,91.446252,False,True,False
C5475,,Other,74773.38,2025-05-14,P0070,5,910.93,Crypto,True,,-152.337508,False,True,False
C1045,,Other,80793.6,2025-04-09,P0099,-5,289.05,Crypto,True,,,False,True,False
C8725,,Female,64230.08,,P0072,-5,846.78,Crypto,True,77.193011,,False,True,False
C6776,,Other,113183.54,2025-04-19,P0038,-5,448.31,Card,False,,,False,True,False
C4615,,Female,88187.93,2025-05-23,P0060,-5,520.99,Online Wallet,True,-78.493893,99.564219,False,True,False
C2985,54.0,Other,84639.73,,P0066,-5,691.21,Cash,True,-83.110222,,False,True,False
C6641,,Other,26361.21,2025-05-06,P0050,1,665.57,Card,False,,178.931031,False,True,False
C6575,63.0,Other,105761.76,2025-06-26,P0047,3,599.82,Cash,True,53.579885,-9.226259,False,True,False
C3083,,Other,60435.13,,P0099,-5,726.37,Cash,False,-66.472053,,False,True,False
C8606,62.0,Female,109382.27,2025-04-22,P0085,5,902.02,Online Wallet,True,,-115.8826,False,True,False
C8792,23.0,Male,45735.58,,P0035,-5,552.1,Online Wallet,True,87.912952,86.185783,False,True,False
C5730,,Other,78541.53,,P0035,-5,170.01,Cash,True,,,False,True,False
C3172,57.0,Male,51695.82,2025-04-10,P0012,-5,180.82,Card,False,,69.153822,False,True,False
C5715,,Other,62392.97,,P0016,-5,186.48,Online Wallet,True,38.95984,-66.690462,False,True,False
C6254,37.0,Other,21840.93,,P0024,4,544.1,Cash,True,-39.399837,58.999205,False,True,False
C9143,24.0,Other,41012.3,,P0005,8,611.5,Online Wallet,True,,-27.520059,False,True,False
C5114,,Female,60241.93,,P0023,6,692.37,Cash,True,,-32.622658,False,True,False
C3546,,Other,66368.02,,P0051,-5,124.2,Online Wallet,False,73.121879,,False,True,False
C5379,48.0,Other,99564.2,,P0017,4,182.55,Crypto,True,63.307938,-90.361413,False,True,False
C6043,,Female,88338.67,,P0096,8,36.81,Crypto,True,,,False,True,False
C5153,,Female,54043.17,2025-05-17,P0058,-5,365.09,Crypto,False,-74.081729,,False,True,False
C5781,,Other,82336.4,,P0060,-5,220.11,Online Wallet,False,27.696214,69.518162,False,True,False
C8028,38.0,Other,80548.93,2025-06-03,P0045,-5,40.63,Online Wallet,False,,,False,True,False
C2776,,Other,76798.05,2025-04-02,P0016,5,575.98,Online Wallet,False,,121.672747,False,True,False
C9596,,Male,95734.2,,P0034,3,553.06,Crypto,False,52.17953,82.596106,False,True,False
C3942,45.0,Male,66413.55,2025-05-24,P0028,-5,504.08,Cash,True,-78.63743,,False,True,False
C5075,,Other,112626.72,,P0036,-5,780.75,Crypto,False,,,False,True,False
C8744,,Other,85358.36,,P0096,1,832.7,Cash,True,13.320916,,False,True,False
C9508,39.0,Male,72549.38,,P0024,6,102.56,Card,True,-60.589599,,False,True,False
C5830,56.0,Other,45367.01,2025-06-19,P0083,7,319.48,Card,False,69.941923,,False,True,False
C7414,,Male,103974.37,,P0006,-5,35.29,Cash,True,-28.81088,146.414295,False,True,False
C7351,49.0,Male,67926.67,,P0081,1,781.89,Card,True,17.303074,-146.154751,False,True,False
C6007,,Male,65381.05,,P0028,8,520.47,Cash,True,,,False,True,False
C5474,,Other,53907.66,,P0002,-5,660.91,Cash,True,,133.400552,False,True,False
C3945,30.0,Other,64606.88,,P0052,1,72.79,Card,True,61.333379,,False,True,False
C6055,,Other,48315.38,,P0075,-5,139.49,Crypto,True,,,False,True,False
C3246,,Male,32634.96,,P0032,7,190.97,Cash,True,-50.390839,,False,True,False
C6168,,Other,28033.97,,P0074,-5,930.65,Online Wallet,False,,,False,True,False
C4908,56.0,Other,111196.03,,P0002,-5,807.83,Online Wallet,True,-83.493581,12.793535,False,True,False
C4971,35.0,Other,46890.05,,P0032,-5,649.99,Online Wallet,True,85.398346,,False,True,False
C9879,,Female,111551.12,2025-04-08,P0041,-5,790.93,Crypto,True,-38.651705,,False,True,False
C8857,,Other,29217.59,2025-06-16,P0025,-5,108.27,Crypto,True,,161.666598,False,True,False
C8785,,Male,25346.08,2025-04-09,P0083,3,575.47,Crypto,False,-22.239813,,False,True,False
C9368,59.0,Male,93252.0,,P0029,-5,772.71,Card,False,,98.992717,False,True,False
C6434,,Male,49168.84,,P0040,-5,13.76,Card,True,-53.587906,-59.428938,False,True,False
C6035,51.0,Other,80659.48,2025-05-08,P0048,-5,719.62,Card,True,,,False,True,False
C8395,41.0,Female,105519.48,2025-06-26,P0092,4,156.52,Card,True,-13.135676,-104.110899,False,True,False
C4548,,Other,68310.53,,P0097,-5,102.86,Cash,False,-70.204453,,False,True,False
C5622,33.0,Other,36188.65,,P0051,7,233.06,Online Wallet,True,-33.417664,,False,True,False
C8202,,Female,100975.87,,P0027,3,493.0,Online Wallet,True,,-79.618765,False,True,False
C9252,34.0,Female,86413.15,,P0095,10,692.18,Card,False,-38.065188,,False,True,False
C6205,,Other,28088.89,2025-05-24,P0068,5,702.55,Cash,True,,-72.035593,False,True,False
C2622,70.0,Other,89894.56,,P0052,-5,293.18,Cash,True,,,False,True,False
C8436,,Other,75695.14,,P0020,-5,658.76,Card,True,53.55605,-167.281876,False,True,False
C8881,,Other,54226.81,,P0058,-5,716.08,Online Wallet,True,,,False,True,False
C2818,,Male,32568.06,2025-05-22,P0065,10,456.21,Card,True,,,False,True,False
C4289,32.0,Other,113595.22,2025-05-07,P0010,-5,455.95,Cash,False,,,False,True,False
C1037,67.0,Other,49775.62,2025-06-27,P0035,-5,536.61,Card,False,-8.350163,,False,True,False
C7446,,Other,93580.13,2025-05-17,P0001,-5,495.83,Online Wallet,False,87.508788,,False,True,False
